method,attention,type,prompt_index,prompt_text,image_path,clip_new_prompt_sim,clip_old_image_sim,clip_old_image_distance
sigmoid,cross,8-texture,9,A cup with a grainy surface,data/sigmoid/cross/8-texture/9.png,0.34207823872566223,0.9321238994598389,0.3684457838535309
sigmoid,cross,8-texture,10,A cup with a fuzzy surface,data/sigmoid/cross/8-texture/10.png,0.3309841752052307,0.9503098726272583,0.3152463734149933
sigmoid,cross,9-Transportation,1,A drawing of a boy driving a truck,data/sigmoid/cross/9-Transportation/1.png,0.25117218494415283,0.9435319900512695,0.3360593318939209
sigmoid,cross,9-Transportation,2,A drawing of a boy driving a motorcycle,data/sigmoid/cross/9-Transportation/2.png,0.36292946338653564,0.546493649482727,0.9523720145225525
sigmoid,cross,9-Transportation,3,A drawing of a boy driving a bus,data/sigmoid/cross/9-Transportation/3.png,0.2715672254562378,0.774854838848114,0.6710367798805237
sigmoid,cross,9-Transportation,4,A drawing of a boy driving a bicycle,data/sigmoid/cross/9-Transportation/4.png,0.3910757303237915,0.4903356432914734,1.0096180438995361
sigmoid,cross,9-Transportation,5,A drawing of a boy driving a scooter,data/sigmoid/cross/9-Transportation/5.png,0.34546366333961487,0.7476153373718262,0.7104710936546326
sigmoid,cross,9-Transportation,6,A drawing of a boy driving a train,data/sigmoid/cross/9-Transportation/6.png,0.347287654876709,0.6650437116622925,0.8184818625450134
sigmoid,cross,9-Transportation,7,A drawing of a boy driving a submarine,data/sigmoid/cross/9-Transportation/7.png,0.373106449842453,0.6670662760734558,0.8160069584846497
sigmoid,cross,9-Transportation,8,A drawing of a boy driving a helicopter,data/sigmoid/cross/9-Transportation/8.png,0.30532383918762207,0.8360233902931213,0.5726718902587891
sigmoid,cross,9-Transportation,9,A drawing of a boy driving a jet,data/sigmoid/cross/9-Transportation/9.png,0.2948460578918457,0.8992598056793213,0.44886529445648193
sigmoid,cross,9-Transportation,10,A drawing of a boy driving a spaceship,data/sigmoid/cross/9-Transportation/10.png,0.36001285910606384,0.721506655216217,0.7463152408599854
exp,self,0-animal,1,A photo of a cat riding a bicycle,data/exp/self/0-animal/1.png,0.414290189743042,0.8532074689865112,0.5418350696563721
exp,self,0-animal,2,A photo of a dog riding a bicycle,data/exp/self/0-animal/2.png,0.37698912620544434,0.8747255802154541,0.5005487203598022
exp,self,0-animal,3,A photo of a lion riding a bicycle,data/exp/self/0-animal/3.png,0.3990546464920044,0.8644095659255981,0.5207502245903015
exp,self,0-animal,4,A photo of a tiger riding a bicycle,data/exp/self/0-animal/4.png,0.4217960834503174,0.8307985067367554,0.5817240476608276
exp,self,0-animal,5,A photo of a rabbit riding a bicycle,data/exp/self/0-animal/5.png,0.44439107179641724,0.8486330509185791,0.5502126216888428
exp,self,0-animal,6,A photo of a panda riding a bicycle,data/exp/self/0-animal/6.png,0.4278872013092041,0.8937742114067078,0.4609246551990509
exp,self,0-animal,7,A photo of a fox riding a bicycle,data/exp/self/0-animal/7.png,0.4060285687446594,0.8768947124481201,0.4961962103843689
exp,self,0-animal,8,A photo of a wolf riding a bicycle,data/exp/self/0-animal/8.png,0.3460044264793396,0.8636783957481384,0.5221527218818665
exp,self,0-animal,9,A photo of a monkey riding a bicycle,data/exp/self/0-animal/9.png,0.4230189323425293,0.8893001079559326,0.47053155303001404
exp,self,0-animal,10,A photo of an elephant riding a bicycle,data/exp/self/0-animal/10.png,0.408733069896698,0.8936876058578491,0.4611124098300934
exp,self,1-clothes,1,A portrait of a woman wearing a jacket,data/exp/self/1-clothes/1.png,0.24305784702301025,0.9523242712020874,0.3087902069091797
exp,self,1-clothes,2,A portrait of a woman wearing a sweater,data/exp/self/1-clothes/2.png,0.2701284885406494,0.9169656038284302,0.40751513838768005
exp,self,1-clothes,3,A portrait of a woman wearing a skirt,data/exp/self/1-clothes/3.png,0.25252947211265564,0.9689775705337524,0.24908751249313354
exp,self,1-clothes,4,A portrait of a woman wearing a coat,data/exp/self/1-clothes/4.png,0.24236205220222473,0.9606348872184753,0.2805890440940857
exp,self,1-clothes,5,A portrait of a woman wearing a shirt,data/exp/self/1-clothes/5.png,0.2504604458808899,0.9153859615325928,0.4113733470439911
exp,self,1-clothes,6,A portrait of a woman wearing a scarf,data/exp/self/1-clothes/6.png,0.2666688561439514,0.978897213935852,0.2054399847984314
exp,self,1-clothes,7,A portrait of a woman wearing a hoodie,data/exp/self/1-clothes/7.png,0.2552908658981323,0.8037816882133484,0.6264474987983704
exp,self,1-clothes,8,A portrait of a woman wearing a blouse,data/exp/self/1-clothes/8.png,0.27117136120796204,0.9708744287490845,0.24135278165340424
exp,self,1-clothes,9,A portrait of a woman wearing a suit,data/exp/self/1-clothes/9.png,0.262923002243042,0.9293136596679688,0.3759954273700714
exp,self,1-clothes,10,A portrait of a woman wearing a vest,data/exp/self/1-clothes/10.png,0.27352067828178406,0.9526175260543823,0.30783915519714355
exp,self,2-color,1,A bear holding a red balloon.,data/exp/self/2-color/1.png,0.3536299467086792,0.9161995649337769,0.4093908369541168
exp,self,2-color,2,A bear holding a yellow balloon.,data/exp/self/2-color/2.png,0.3240271210670471,0.9155411720275879,0.41099563241004944
exp,self,2-color,3,A bear holding a black balloon.,data/exp/self/2-color/3.png,0.32705798745155334,0.9731862545013428,0.23157648742198944
exp,self,2-color,4,A bear holding a pink balloon.,data/exp/self/2-color/4.png,0.3786829113960266,0.9397872686386108,0.34702369570732117
exp,self,2-color,5,A bear holding a white balloon.,data/exp/self/2-color/5.png,0.36011314392089844,0.9574147462844849,0.29183974862098694
exp,self,2-color,6,A bear holding a green balloon.,data/exp/self/2-color/6.png,0.3449991047382355,0.9774785041809082,0.21223318576812744
exp,self,2-color,7,A bear holding a purple balloon.,data/exp/self/2-color/7.png,0.3747031092643738,0.9674714803695679,0.2550630271434784
exp,self,2-color,8,A bear holding a orange balloon.,data/exp/self/2-color/8.png,0.3575972318649292,0.9030700325965881,0.4402952194213867
exp,self,2-color,9,A bear holding a gray balloon.,data/exp/self/2-color/9.png,0.3306947350502014,0.976259708404541,0.21790055930614471
exp,self,2-color,10,A bear holding a brown balloon.,data/exp/self/2-color/10.png,0.36195385456085205,0.8949238061904907,0.4584236741065979
exp,self,3-decorates,1,A cake decorated with strawberries,data/exp/self/3-decorates/1.png,0.273852676153183,0.8936150074005127,0.46126988530158997
exp,self,3-decorates,2,A cake decorated with blueberries,data/exp/self/3-decorates/2.png,0.2889540195465088,0.9077990055084229,0.4294204115867615
exp,self,3-decorates,3,A cake decorated with cream,data/exp/self/3-decorates/3.png,0.2995593249797821,0.8908907175064087,0.4671386182308197
exp,self,3-decorates,4,A cake decorated with sprinkles,data/exp/self/3-decorates/4.png,0.29913291335105896,0.9218584299087524,0.3953266143798828
exp,self,3-decorates,5,A cake decorated with almonds,data/exp/self/3-decorates/5.png,0.3059517443180084,0.9307363033294678,0.37219271063804626
exp,self,3-decorates,6,A cake decorated with cherries,data/exp/self/3-decorates/6.png,0.28758978843688965,0.9161500334739685,0.4095118045806885
exp,self,3-decorates,7,A cake decorated with mints,data/exp/self/3-decorates/7.png,0.29036369919776917,0.9228187799453735,0.3928898870944977
exp,self,3-decorates,8,A cake decorated with macarons,data/exp/self/3-decorates/8.png,0.24980323016643524,0.9485750198364258,0.32070255279541016
exp,self,3-decorates,9,A cake decorated with caramel,data/exp/self/3-decorates/9.png,0.241346538066864,0.960969865322113,0.27939221262931824
exp,self,3-decorates,10,A cake decorated with raspberries,data/exp/self/3-decorates/10.png,0.29207736253738403,0.9031453728675842,0.4401242136955261
exp,self,4-food,1,A painting of a girl holding an apple,data/exp/self/4-food/1.png,0.38531261682510376,0.7945489883422852,0.64101642370224
exp,self,4-food,2,A painting of a girl holding a grape,data/exp/self/4-food/2.png,0.39624813199043274,0.7365440130233765,0.7258872389793396
exp,self,4-food,3,A painting of a girl holding a pineapple,data/exp/self/4-food/3.png,0.3786914348602295,0.7849454879760742,0.6558269262313843
exp,self,4-food,4,A painting of a girl holding a watermelon,data/exp/self/4-food/4.png,0.37859445810317993,0.8937466144561768,0.4609844982624054
exp,self,4-food,5,A painting of a girl holding a mango,data/exp/self/4-food/5.png,0.39764806628227234,0.8811509609222412,0.48754268884658813
exp,self,4-food,6,A painting of a girl holding a strawberry,data/exp/self/4-food/6.png,0.357012003660202,0.8208764791488647,0.5985374450683594
exp,self,4-food,7,A painting of a girl holding a peach,data/exp/self/4-food/7.png,0.3636927604675293,0.7996704578399658,0.6329762935638428
exp,self,4-food,8,A painting of a girl holding a papaya,data/exp/self/4-food/8.png,0.3064333200454712,0.9039341807365417,0.43832823634147644
exp,self,4-food,9,A painting of a girl holding a kiwi,data/exp/self/4-food/9.png,0.33834052085876465,0.8161671161651611,0.6063545346260071
exp,self,4-food,10,A painting of a girl holding an orange,data/exp/self/4-food/10.png,0.3680325448513031,0.8762174248695374,0.4975593090057373
exp,self,5-object,1,A photo of a book on the table,data/exp/self/5-object/1.png,0.2808432877063751,0.7617874145507812,0.6902353763580322
exp,self,5-object,2,A photo of a cup on the table,data/exp/self/5-object/2.png,0.3007201552391052,0.8712341785430908,0.5074753761291504
exp,self,5-object,3,A photo of a lamp on the table,data/exp/self/5-object/3.png,0.27159541845321655,0.7931044101715088,0.6432658433914185
exp,self,5-object,4,A photo of a phone on the table,data/exp/self/5-object/4.png,0.2931562662124634,0.6790851950645447,0.8011426329612732
exp,self,5-object,5,A photo of a chair on the table,data/exp/self/5-object/5.png,0.3047536611557007,0.7347860336303711,0.7283046245574951
exp,self,5-object,6,A photo of a table on the table,data/exp/self/5-object/6.png,0.2718702554702759,0.7164560556411743,0.7530523538589478
exp,self,5-object,7,A photo of a pen on the table,data/exp/self/5-object/7.png,0.24352353811264038,0.8111776113510132,0.6145280003547668
exp,self,5-object,8,A photo of a key on the table,data/exp/self/5-object/8.png,0.24159866571426392,0.6795154809951782,0.800605297088623
exp,self,5-object,9,A photo of a bag on the table,data/exp/self/5-object/9.png,0.20941683650016785,0.7853631973266602,0.6551895141601562
exp,self,5-object,10,A photo of a clock on the table,data/exp/self/5-object/10.png,0.23389865458011627,0.871590256690979,0.5067731738090515
exp,self,6-plants,1,A drawing of a garden filled with roses,data/exp/self/6-plants/1.png,0.3534284830093384,0.9216711521148682,0.39580032229423523
exp,self,6-plants,2,A drawing of a garden filled with tulips,data/exp/self/6-plants/2.png,0.3408105671405792,0.9304183721542358,0.37304601073265076
exp,self,6-plants,3,A drawing of a garden filled with daisies,data/exp/self/6-plants/3.png,0.3706790804862976,0.9290980100631714,0.37656861543655396
exp,self,6-plants,4,A drawing of a garden filled with lavender,data/exp/self/6-plants/4.png,0.2964816391468048,0.857630729675293,0.5336089730262756
exp,self,6-plants,5,A drawing of a garden filled with lotus,data/exp/self/6-plants/5.png,0.3334536552429199,0.8711764812469482,0.5075895190238953
exp,self,6-plants,6,A drawing of a garden filled with orchids,data/exp/self/6-plants/6.png,0.33389872312545776,0.9070047736167908,0.43126600980758667
exp,self,6-plants,7,A drawing of a garden filled with peonies,data/exp/self/6-plants/7.png,0.34141141176223755,0.9294000267982483,0.3757656216621399
exp,self,6-plants,8,A drawing of a garden filled with violets,data/exp/self/6-plants/8.png,0.323600709438324,0.9115854501724243,0.42051035165786743
exp,self,6-plants,9,A drawing of a garden filled with carnations,data/exp/self/6-plants/9.png,0.3222080171108246,0.9254889488220215,0.38603368401527405
exp,self,6-plants,10,A drawing of a garden filled with hydrangeas,data/exp/self/6-plants/10.png,0.3504907190799713,0.9204179048538208,0.3989538550376892
exp,self,7-text,1,A magazine cover with the headline “FASHION”,data/exp/self/7-text/1.png,0.2546622157096863,0.9735524654388428,0.2299889773130417
exp,self,7-text,2,A magazine cover with the headline “DESIGN”,data/exp/self/7-text/2.png,0.2535836696624756,0.9536128044128418,0.3045891225337982
exp,self,7-text,3,A magazine cover with the headline “TRENDS”,data/exp/self/7-text/3.png,0.22452232241630554,0.9873428344726562,0.15910498797893524
exp,self,7-text,4,A magazine cover with the headline “BEAUTY”,data/exp/self/7-text/4.png,0.25065070390701294,0.9159409999847412,0.41002190113067627
exp,self,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/exp/self/7-text/5.png,0.21378371119499207,0.9886127710342407,0.1509110927581787
exp,self,7-text,6,A magazine cover with the headline “MODERN”,data/exp/self/7-text/6.png,0.243565633893013,0.9776486754417419,0.21142998337745667
exp,self,7-text,7,A magazine cover with the headline “ELEGANCE”,data/exp/self/7-text/7.png,0.24349021911621094,0.9587377309799194,0.2872704565525055
exp,self,7-text,8,A magazine cover with the headline “GLAMOUR”,data/exp/self/7-text/8.png,0.2194174975156784,0.9396579265594482,0.3473961353302002
exp,self,7-text,9,A magazine cover with the headline “FEATURES”,data/exp/self/7-text/9.png,0.24624454975128174,0.9830208420753479,0.1842770129442215
exp,self,7-text,10,A magazine cover with the headline “INSPIRE”,data/exp/self/7-text/10.png,0.23474270105361938,0.9807494878768921,0.19621682167053223
exp,self,8-texture,1,A cup with a rough surface,data/exp/self/8-texture/1.png,0.30954891443252563,0.9811641573905945,0.19409216940402985
exp,self,8-texture,2,A cup with a shiny surface,data/exp/self/8-texture/2.png,0.3207993805408478,0.9858399629592896,0.1682858169078827
exp,self,8-texture,3,A cup with a matte surface,data/exp/self/8-texture/3.png,0.2979643940925598,0.9338468909263611,0.3637393116950989
exp,self,8-texture,4,A cup with a soft surface,data/exp/self/8-texture/4.png,0.32334840297698975,0.9847954511642456,0.17438140511512756
exp,self,8-texture,5,A cup with a hard surface,data/exp/self/8-texture/5.png,0.3063960075378418,0.9740108847618103,0.22798742353916168
exp,self,8-texture,6,A cup with a sticky surface,data/exp/self/8-texture/6.png,0.3168352544307709,0.9551653265953064,0.29944831132888794
exp,self,8-texture,7,A cup with a wet surface,data/exp/self/8-texture/7.png,0.3216989040374756,0.9861981868743896,0.16614314913749695
exp,self,8-texture,8,A cup with a dry surface,data/exp/self/8-texture/8.png,0.3174377679824829,0.9824501872062683,0.18734942376613617
exp,self,8-texture,9,A cup with a grainy surface,data/exp/self/8-texture/9.png,0.3349561393260956,0.9553228616714478,0.2989219129085541
exp,self,8-texture,10,A cup with a fuzzy surface,data/exp/self/8-texture/10.png,0.32504910230636597,0.9825148582458496,0.1870034784078598
exp,self,9-Transportation,1,A drawing of a boy driving a truck,data/exp/self/9-Transportation/1.png,0.25180408358573914,0.9303993582725525,0.37309667468070984
exp,self,9-Transportation,2,A drawing of a boy driving a motorcycle,data/exp/self/9-Transportation/2.png,0.22925111651420593,0.9011685848236084,0.4445929527282715
exp,self,9-Transportation,3,A drawing of a boy driving a bus,data/exp/self/9-Transportation/3.png,0.256603866815567,0.9298771619796753,0.3744937479496002
exp,self,9-Transportation,4,A drawing of a boy driving a bicycle,data/exp/self/9-Transportation/4.png,0.33163490891456604,0.7020895481109619,0.7718942165374756
exp,self,9-Transportation,5,A drawing of a boy driving a scooter,data/exp/self/9-Transportation/5.png,0.23148663341999054,0.8887684345245361,0.4716598093509674
exp,self,9-Transportation,6,A drawing of a boy driving a train,data/exp/self/9-Transportation/6.png,0.25979381799697876,0.8974566459655762,0.45286479592323303
exp,self,9-Transportation,7,A drawing of a boy driving a submarine,data/exp/self/9-Transportation/7.png,0.28899556398391724,0.9012171626091003,0.4444836676120758
exp,self,9-Transportation,8,A drawing of a boy driving a helicopter,data/exp/self/9-Transportation/8.png,0.2627190351486206,0.9374148845672607,0.353794127702713
exp,self,9-Transportation,9,A drawing of a boy driving a jet,data/exp/self/9-Transportation/9.png,0.27350762486457825,0.9477455615997314,0.32327792048454285
exp,self,9-Transportation,10,A drawing of a boy driving a spaceship,data/exp/self/9-Transportation/10.png,0.23322038352489471,0.9645209312438965,0.26637977361679077
exp,cross,0-animal,1,A photo of a cat riding a bicycle,data/exp/cross/0-animal/1.png,0.3861538767814636,0.8580211400985718,0.5328769087791443
exp,cross,0-animal,2,A photo of a dog riding a bicycle,data/exp/cross/0-animal/2.png,0.3764819800853729,0.8410248756408691,0.5638709664344788
exp,cross,0-animal,3,A photo of a lion riding a bicycle,data/exp/cross/0-animal/3.png,0.3692779242992401,0.841423511505127,0.5631633400917053
exp,cross,0-animal,4,A photo of a tiger riding a bicycle,data/exp/cross/0-animal/4.png,0.42900121212005615,0.791844367980957,0.6452219486236572
exp,cross,0-animal,5,A photo of a rabbit riding a bicycle,data/exp/cross/0-animal/5.png,0.43822601437568665,0.7940465211868286,0.6417999267578125
exp,cross,0-animal,6,A photo of a panda riding a bicycle,data/exp/cross/0-animal/6.png,0.3770751357078552,0.565861701965332,0.931813657283783
exp,cross,0-animal,7,A photo of a fox riding a bicycle,data/exp/cross/0-animal/7.png,0.4106878340244293,0.8531129360198975,0.5420095920562744
exp,cross,0-animal,8,A photo of a wolf riding a bicycle,data/exp/cross/0-animal/8.png,0.38340985774993896,0.8973649740219116,0.453067421913147
exp,cross,0-animal,9,A photo of a monkey riding a bicycle,data/exp/cross/0-animal/9.png,0.42674577236175537,0.8311192393302917,0.5811725854873657
exp,cross,0-animal,10,A photo of an elephant riding a bicycle,data/exp/cross/0-animal/10.png,0.39192304015159607,0.827312707901001,0.5876858234405518
exp,cross,1-clothes,1,A portrait of a woman wearing a jacket,data/exp/cross/1-clothes/1.png,0.265053927898407,0.6479977965354919,0.8390496373176575
exp,cross,1-clothes,2,A portrait of a woman wearing a sweater,data/exp/cross/1-clothes/2.png,0.3015420734882355,0.7055259943008423,0.7674295902252197
exp,cross,1-clothes,3,A portrait of a woman wearing a skirt,data/exp/cross/1-clothes/3.png,0.2457064986228943,0.8360829949378967,0.572567880153656
exp,cross,1-clothes,4,A portrait of a woman wearing a coat,data/exp/cross/1-clothes/4.png,0.2201337218284607,0.6051538586616516,0.8886462450027466
exp,cross,1-clothes,5,A portrait of a woman wearing a shirt,data/exp/cross/1-clothes/5.png,0.28058746457099915,0.7030877470970154,0.7706000804901123
exp,cross,1-clothes,6,A portrait of a woman wearing a scarf,data/exp/cross/1-clothes/6.png,0.3260015845298767,0.8656301498413086,0.5184008479118347
exp,cross,1-clothes,7,A portrait of a woman wearing a hoodie,data/exp/cross/1-clothes/7.png,0.28834399580955505,0.6597392559051514,0.8249372839927673
exp,cross,1-clothes,8,A portrait of a woman wearing a blouse,data/exp/cross/1-clothes/8.png,0.2706352472305298,0.8898800611495972,0.46929702162742615
exp,cross,1-clothes,9,A portrait of a woman wearing a suit,data/exp/cross/1-clothes/9.png,0.2768707871437073,0.7102599740028381,0.7612357139587402
exp,cross,1-clothes,10,A portrait of a woman wearing a vest,data/exp/cross/1-clothes/10.png,0.28686657547950745,0.6928039193153381,0.7838316559791565
exp,cross,2-color,1,A bear holding a red balloon.,data/exp/cross/2-color/1.png,0.3571237325668335,0.8092266321182251,0.617694616317749
exp,cross,2-color,2,A bear holding a yellow balloon.,data/exp/cross/2-color/2.png,0.3402611315250397,0.7761352062225342,0.6691259741783142
exp,cross,2-color,3,A bear holding a black balloon.,data/exp/cross/2-color/3.png,0.3461306691169739,0.8296996355056763,0.5836101770401001
exp,cross,2-color,4,A bear holding a pink balloon.,data/exp/cross/2-color/4.png,0.37907978892326355,0.8920944929122925,0.46455466747283936
exp,cross,2-color,5,A bear holding a white balloon.,data/exp/cross/2-color/5.png,0.3721928596496582,0.8316718339920044,0.5802209377288818
exp,cross,2-color,6,A bear holding a green balloon.,data/exp/cross/2-color/6.png,0.35786929726600647,0.8709604740142822,0.5080147981643677
exp,cross,2-color,7,A bear holding a purple balloon.,data/exp/cross/2-color/7.png,0.3635869026184082,0.9337916970252991,0.3638908267021179
exp,cross,2-color,8,A bear holding a orange balloon.,data/exp/cross/2-color/8.png,0.36948931217193604,0.7988415956497192,0.6342845559120178
exp,cross,2-color,9,A bear holding a gray balloon.,data/exp/cross/2-color/9.png,0.3537987470626831,0.8292263746261597,0.5844202637672424
exp,cross,2-color,10,A bear holding a brown balloon.,data/exp/cross/2-color/10.png,0.35862109065055847,0.7637991905212402,0.6873147487640381
exp,cross,3-decorates,1,A cake decorated with strawberries,data/exp/cross/3-decorates/1.png,0.32302922010421753,0.7152668833732605,0.7546297907829285
exp,cross,3-decorates,2,A cake decorated with blueberries,data/exp/cross/3-decorates/2.png,0.32880502939224243,0.7723454236984253,0.6747660040855408
exp,cross,3-decorates,3,A cake decorated with cream,data/exp/cross/3-decorates/3.png,0.3060738742351532,0.7168376445770264,0.7525453567504883
exp,cross,3-decorates,4,A cake decorated with sprinkles,data/exp/cross/3-decorates/4.png,0.36264359951019287,0.7343196868896484,0.7289447784423828
exp,cross,3-decorates,5,A cake decorated with almonds,data/exp/cross/3-decorates/5.png,0.302109956741333,0.8367005586624146,0.5714882612228394
exp,cross,3-decorates,6,A cake decorated with cherries,data/exp/cross/3-decorates/6.png,0.31377747654914856,0.8187555074691772,0.6020706295967102
exp,cross,3-decorates,7,A cake decorated with mints,data/exp/cross/3-decorates/7.png,0.3443877696990967,0.7328028678894043,0.7310227155685425
exp,cross,3-decorates,8,A cake decorated with macarons,data/exp/cross/3-decorates/8.png,0.32720836997032166,0.8342282772064209,0.575797975063324
exp,cross,3-decorates,9,A cake decorated with caramel,data/exp/cross/3-decorates/9.png,0.2620089650154114,0.8543969392776489,0.539635181427002
exp,cross,3-decorates,10,A cake decorated with raspberries,data/exp/cross/3-decorates/10.png,0.330304890871048,0.7894101142883301,0.6489835977554321
exp,cross,4-food,1,A painting of a girl holding an apple,data/exp/cross/4-food/1.png,0.3862113952636719,0.696679949760437,0.7788711190223694
exp,cross,4-food,2,A painting of a girl holding a grape,data/exp/cross/4-food/2.png,0.403258740901947,0.6766581535339355,0.8041664361953735
exp,cross,4-food,3,A painting of a girl holding a pineapple,data/exp/cross/4-food/3.png,0.3904780149459839,0.7348727583885193,0.7281858921051025
exp,cross,4-food,4,A painting of a girl holding a watermelon,data/exp/cross/4-food/4.png,0.39849650859832764,0.7456293702125549,0.7132609486579895
exp,cross,4-food,5,A painting of a girl holding a mango,data/exp/cross/4-food/5.png,0.4122415781021118,0.8077992796897888,0.6200011372566223
exp,cross,4-food,6,A painting of a girl holding a strawberry,data/exp/cross/4-food/6.png,0.39052486419677734,0.6684183478355408,0.8143484592437744
exp,cross,4-food,7,A painting of a girl holding a peach,data/exp/cross/4-food/7.png,0.386780321598053,0.7358773350715637,0.7268049716949463
exp,cross,4-food,8,A painting of a girl holding a papaya,data/exp/cross/4-food/8.png,0.38541194796562195,0.7300018668174744,0.7348443269729614
exp,cross,4-food,9,A painting of a girl holding a kiwi,data/exp/cross/4-food/9.png,0.3978418707847595,0.7280450463294983,0.7375024557113647
exp,cross,4-food,10,A painting of a girl holding an orange,data/exp/cross/4-food/10.png,0.410342812538147,0.7063885927200317,0.7663046717643738
exp,cross,5-object,1,A photo of a book on the table,data/exp/cross/5-object/1.png,0.22961799800395966,0.7057371139526367,0.7671541571617126
exp,cross,5-object,2,A photo of a cup on the table,data/exp/cross/5-object/2.png,0.33868998289108276,0.7353107929229736,0.7275837659835815
exp,cross,5-object,3,A photo of a lamp on the table,data/exp/cross/5-object/3.png,0.31849217414855957,0.6680557727813721,0.8147932291030884
exp,cross,5-object,4,A photo of a phone on the table,data/exp/cross/5-object/4.png,0.2856464385986328,0.7130414247512817,0.7575729489326477
exp,cross,5-object,5,A photo of a chair on the table,data/exp/cross/5-object/5.png,0.31014174222946167,0.6192989349365234,0.8725834488868713
exp,cross,5-object,6,A photo of a table on the table,data/exp/cross/5-object/6.png,0.2593623101711273,0.6174048185348511,0.8747513890266418
exp,cross,5-object,7,A photo of a pen on the table,data/exp/cross/5-object/7.png,0.32795488834381104,0.6959180235862732,0.779848575592041
exp,cross,5-object,8,A photo of a key on the table,data/exp/cross/5-object/8.png,0.22180840373039246,0.5977112650871277,0.8969821333885193
exp,cross,5-object,9,A photo of a bag on the table,data/exp/cross/5-object/9.png,0.3457231819629669,0.7299150824546814,0.7349624633789062
exp,cross,5-object,10,A photo of a clock on the table,data/exp/cross/5-object/10.png,0.3334408402442932,0.6262410283088684,0.864591121673584
exp,cross,6-plants,1,A drawing of a garden filled with roses,data/exp/cross/6-plants/1.png,0.2892235517501831,0.5448057055473328,0.9541428089141846
exp,cross,6-plants,2,A drawing of a garden filled with tulips,data/exp/cross/6-plants/2.png,0.3038543462753296,0.839583694934845,0.5664210319519043
exp,cross,6-plants,3,A drawing of a garden filled with daisies,data/exp/cross/6-plants/3.png,0.35806214809417725,0.9130021929740906,0.41712772846221924
exp,cross,6-plants,4,A drawing of a garden filled with lavender,data/exp/cross/6-plants/4.png,0.35409781336784363,0.535909116268158,0.9634218811988831
exp,cross,6-plants,5,A drawing of a garden filled with lotus,data/exp/cross/6-plants/5.png,0.29828643798828125,0.5683526396751404,0.9291366338729858
exp,cross,6-plants,6,A drawing of a garden filled with orchids,data/exp/cross/6-plants/6.png,0.2984814941883087,0.5809158086776733,0.9155153632164001
exp,cross,6-plants,7,A drawing of a garden filled with peonies,data/exp/cross/6-plants/7.png,0.3114526867866516,0.5981819033622742,0.8964574933052063
exp,cross,6-plants,8,A drawing of a garden filled with violets,data/exp/cross/6-plants/8.png,0.314319908618927,0.8903189897537231,0.4683612287044525
exp,cross,6-plants,9,A drawing of a garden filled with carnations,data/exp/cross/6-plants/9.png,0.30692750215530396,0.9092382192611694,0.4260558784008026
exp,cross,6-plants,10,A drawing of a garden filled with hydrangeas,data/exp/cross/6-plants/10.png,0.3641984164714813,0.8661625385284424,0.517373263835907
exp,cross,7-text,1,A magazine cover with the headline “FASHION”,data/exp/cross/7-text/1.png,0.23898257315158844,0.7705200910568237,0.6774656176567078
exp,cross,7-text,2,A magazine cover with the headline “DESIGN”,data/exp/cross/7-text/2.png,0.25595682859420776,0.7840038537979126,0.657261312007904
exp,cross,7-text,3,A magazine cover with the headline “TRENDS”,data/exp/cross/7-text/3.png,0.19791856408119202,0.8151862621307373,0.6079700589179993
exp,cross,7-text,4,A magazine cover with the headline “BEAUTY”,data/exp/cross/7-text/4.png,0.2661755084991455,0.7235128283500671,0.7436224818229675
exp,cross,7-text,5,A magazine cover with the headline “LIFESTYLE”,data/exp/cross/7-text/5.png,0.1913442760705948,0.8156750798225403,0.6071652173995972
exp,cross,7-text,6,A magazine cover with the headline “MODERN”,data/exp/cross/7-text/6.png,0.229440376162529,0.8130496740341187,0.6114740967750549
exp,cross,7-text,7,A magazine cover with the headline “ELEGANCE”,data/exp/cross/7-text/7.png,0.22521257400512695,0.7328660488128662,0.7309361696243286
exp,cross,7-text,8,A magazine cover with the headline “GLAMOUR”,data/exp/cross/7-text/8.png,0.2198496013879776,0.7632887363433838,0.688057005405426
exp,cross,7-text,9,A magazine cover with the headline “FEATURES”,data/exp/cross/7-text/9.png,0.20252637565135956,0.897435188293457,0.45291227102279663
exp,cross,7-text,10,A magazine cover with the headline “INSPIRE”,data/exp/cross/7-text/10.png,0.19056111574172974,0.7960579991340637,0.6386577486991882
exp,cross,8-texture,1,A cup with a rough surface,data/exp/cross/8-texture/1.png,0.32494986057281494,0.8379020690917969,0.5693819522857666
exp,cross,8-texture,2,A cup with a shiny surface,data/exp/cross/8-texture/2.png,0.32294753193855286,0.9252718687057495,0.3865954279899597
exp,cross,8-texture,3,A cup with a matte surface,data/exp/cross/8-texture/3.png,0.3307344913482666,0.8831952810287476,0.48333197832107544
exp,cross,8-texture,4,A cup with a soft surface,data/exp/cross/8-texture/4.png,0.31794244050979614,0.9714489579200745,0.238960862159729
exp,cross,8-texture,5,A cup with a hard surface,data/exp/cross/8-texture/5.png,0.3018311858177185,0.9484202265739441,0.3211847245693207
exp,cross,8-texture,6,A cup with a sticky surface,data/exp/cross/8-texture/6.png,0.3121796250343323,0.9313945174217224,0.3704201877117157
exp,cross,8-texture,7,A cup with a wet surface,data/exp/cross/8-texture/7.png,0.3345849812030792,0.8348939418792725,0.5746408104896545
